"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
27,"technician","single","university.degree","no","no","yes","cellular","nov","wed",342,1,999,0,"nonexistent",-3.4,92.649,-30.1,0.716,5017.5,"yes"
28,"technician","single","professional.course","no","yes","no","cellular","nov","wed",238,2,6,1,"success",-3.4,92.649,-30.1,0.716,5017.5,"yes"
25,"technician","single","professional.course","no","yes","no","cellular","nov","wed",541,1,999,0,"nonexistent",-3.4,92.649,-30.1,0.716,5017.5,"yes"
78,"retired","married","professional.course","no","no","no","cellular","nov","fri",319,2,999,1,"failure",-3.4,92.649,-30.1,0.718,5017.5,"yes"
73,"retired","married","university.degree","no","no","no","cellular","nov","fri",160,1,999,0,"nonexistent",-3.4,92.649,-30.1,0.718,5017.5,"yes"
44,"admin.","divorced","high.school","no","yes","no","telephone","nov","mon",1628,2,6,1,"success",-3.4,92.649,-30.1,0.719,5017.5,"yes"
60,"admin.","married","unknown","unknown","yes","no","cellular","dec","wed",357,1,999,0,"nonexistent",-3,92.713,-33,0.721,5023.5,"yes"
38,"technician","married","university.degree","no","yes","yes","cellular","dec","wed",310,1,999,0,"nonexistent",-3,92.713,-33,0.721,5023.5,"yes"
54,"unemployed","married","high.school","no","yes","no","cellular","dec","wed",346,1,999,0,"nonexistent",-3,92.713,-33,0.721,5023.5,"yes"
38,"technician","married","university.degree","no","no","no","cellular","dec","wed",415,1,999,2,"failure",-3,92.713,-33,0.721,5023.5,"yes"
30,"technician","married","university.degree","no","yes","no","cellular","dec","thu",244,2,6,1,"success",-3,92.713,-33,0.72,5023.5,"yes"
55,"technician","married","high.school","no","yes","no","cellular","dec","thu",284,1,999,1,"failure",-3,92.713,-33,0.72,5023.5,"yes"
58,"unknown","married","basic.9y","no","yes","no","cellular","dec","thu",154,1,999,1,"failure",-3,92.713,-33,0.72,5023.5,"yes"
83,"retired","married","high.school","no","no","no","cellular","dec","thu",155,1,4,3,"success",-3,92.713,-33,0.72,5023.5,"yes"
60,"retired","married","high.school","no","no","no","cellular","dec","thu",472,1,999,0,"nonexistent",-3,92.713,-33,0.72,5023.5,"yes"
48,"admin.","married","high.school","unknown","no","yes","cellular","dec","thu",274,1,8,1,"success",-3,92.713,-33,0.72,5023.5,"yes"
50,"admin.","single","high.school","no","yes","no","telephone","dec","fri",705,2,999,0,"nonexistent",-3,92.713,-33,0.718,5023.5,"yes"
60,"retired","married","university.degree","no","no","no","cellular","dec","fri",439,3,6,2,"success",-3,92.713,-33,0.718,5023.5,"yes"
46,"admin.","married","university.degree","no","unknown","unknown","cellular","dec","fri",696,10,999,0,"nonexistent",-3,92.713,-33,0.718,5023.5,"yes"
50,"technician","married","high.school","no","yes","no","cellular","dec","mon",229,1,999,1,"failure",-3,92.713,-33,0.717,5023.5,"yes"
36,"admin.","single","high.school","no","unknown","unknown","cellular","dec","mon",480,1,999,1,"failure",-3,92.713,-33,0.717,5023.5,"yes"
54,"blue-collar","married","high.school","no","no","no","cellular","dec","mon",344,1,999,0,"nonexistent",-3,92.713,-33,0.717,5023.5,"yes"
43,"admin.","married","high.school","no","no","yes","cellular","dec","mon",415,2,8,2,"failure",-3,92.713,-33,0.717,5023.5,"yes"
49,"housemaid","single","university.degree","no","yes","no","cellular","dec","mon",583,2,6,1,"success",-3,92.713,-33,0.717,5023.5,"yes"
50,"technician","married","high.school","no","no","no","cellular","dec","mon",620,3,999,0,"nonexistent",-3,92.713,-33,0.717,5023.5,"yes"
38,"technician","single","university.degree","no","yes","no","cellular","dec","mon",329,2,999,0,"nonexistent",-3,92.713,-33,0.717,5023.5,"yes"
54,"admin.","divorced","university.degree","no","no","no","cellular","dec","wed",288,7,6,2,"success",-3,92.713,-33,0.715,5023.5,"yes"
42,"services","married","university.degree","no","no","no","cellular","dec","wed",179,1,6,1,"success",-3,92.713,-33,0.715,5023.5,"yes"
30,"student","single","unknown","no","no","no","cellular","dec","wed",343,1,4,2,"success",-3,92.713,-33,0.715,5023.5,"yes"
31,"self-employed","single","university.degree","no","no","no","cellular","dec","wed",854,1,999,0,"nonexistent",-3,92.713,-33,0.715,5023.5,"yes"
32,"admin.","married","high.school","no","yes","yes","cellular","dec","wed",479,2,999,0,"nonexistent",-3,92.713,-33,0.715,5023.5,"yes"
86,"retired","married","professional.course","no","no","no","telephone","dec","wed",343,2,999,0,"nonexistent",-3,92.713,-33,0.715,5023.5,"yes"
41,"self-employed","married","university.degree","no","unknown","unknown","telephone","dec","wed",595,1,999,0,"nonexistent",-3,92.713,-33,0.715,5023.5,"yes"
26,"admin.","single","university.degree","no","yes","no","telephone","dec","wed",395,1,999,0,"nonexistent",-3,92.713,-33,0.715,5023.5,"yes"
65,"management","married","unknown","no","no","no","cellular","dec","wed",456,2,9,1,"success",-3,92.713,-33,0.715,5023.5,"yes"
65,"management","married","unknown","no","yes","no","telephone","dec","wed",207,3,999,1,"failure",-3,92.713,-33,0.715,5023.5,"yes"
37,"management","married","unknown","no","no","no","cellular","dec","wed",149,3,999,0,"nonexistent",-3,92.713,-33,0.715,5023.5,"yes"
64,"housemaid","married","basic.4y","no","yes","yes","cellular","dec","thu",336,5,999,0,"nonexistent",-3,92.713,-33,0.714,5023.5,"yes"
56,"retired","married","basic.4y","no","no","no","cellular","dec","thu",429,1,999,0,"nonexistent",-3,92.713,-33,0.714,5023.5,"yes"
55,"admin.","married","professional.course","no","yes","no","cellular","dec","thu",798,1,9,2,"success",-3,92.713,-33,0.714,5023.5,"yes"
29,"unemployed","married","basic.4y","no","no","no","telephone","dec","thu",805,1,999,0,"nonexistent",-3,92.713,-33,0.714,5023.5,"yes"
64,"housemaid","married","basic.4y","no","no","no","cellular","dec","thu",422,1,6,2,"success",-3,92.713,-33,0.714,5023.5,"yes"
64,"housemaid","married","basic.4y","no","no","no","cellular","dec","thu",232,1,999,0,"nonexistent",-3,92.713,-33,0.714,5023.5,"yes"
56,"retired","married","basic.4y","no","no","no","cellular","dec","thu",582,4,999,0,"nonexistent",-3,92.713,-33,0.714,5023.5,"yes"
62,"housemaid","married","professional.course","no","yes","no","cellular","dec","fri",141,2,999,0,"nonexistent",-3,92.713,-33,0.714,5023.5,"yes"
81,"retired","divorced","basic.4y","no","yes","no","cellular","dec","fri",166,3,999,0,"nonexistent",-3,92.713,-33,0.714,5023.5,"yes"
63,"technician","married","unknown","no","yes","no","cellular","dec","mon",510,2,999,1,"failure",-3,92.713,-33,0.715,5023.5,"yes"
85,"retired","divorced","basic.4y","unknown","yes","no","cellular","dec","mon",321,3,6,1,"success",-3,92.713,-33,0.715,5023.5,"yes"
84,"retired","married","high.school","no","no","no","cellular","dec","tue",351,1,999,0,"nonexistent",-3,92.713,-33,0.715,5023.5,"yes"
59,"retired","married","professional.course","no","no","no","telephone","dec","tue",476,1,999,1,"failure",-3,92.713,-33,0.715,5023.5,"yes"
46,"admin.","single","university.degree","no","yes","yes","cellular","dec","tue",324,2,999,0,"nonexistent",-3,92.713,-33,0.715,5023.5,"yes"
56,"blue-collar","married","basic.4y","unknown","yes","no","cellular","dec","tue",280,3,6,1,"success",-3,92.713,-33,0.715,5023.5,"yes"
55,"services","married","basic.9y","no","yes","no","cellular","dec","wed",314,1,6,1,"success",-3,92.713,-33,0.715,5023.5,"yes"
64,"retired","married","high.school","no","yes","no","cellular","dec","wed",354,1,999,0,"nonexistent",-3,92.713,-33,0.715,5023.5,"yes"
70,"retired","married","basic.4y","no","no","no","cellular","dec","wed",546,2,999,0,"nonexistent",-3,92.713,-33,0.715,5023.5,"yes"
18,"student","single","basic.9y","no","no","no","cellular","dec","thu",412,2,999,0,"nonexistent",-3,92.713,-33,0.712,5023.5,"yes"
76,"retired","married","university.degree","no","yes","yes","cellular","dec","thu",330,2,4,2,"success",-3,92.713,-33,0.712,5023.5,"yes"
24,"student","single","high.school","no","yes","no","cellular","dec","thu",726,3,999,0,"nonexistent",-3,92.713,-33,0.712,5023.5,"yes"
76,"retired","married","university.degree","no","no","yes","cellular","dec","thu",324,3,4,2,"success",-3,92.713,-33,0.712,5023.5,"yes"
38,"unemployed","single","high.school","no","yes","no","cellular","dec","fri",170,4,6,1,"success",-3,92.713,-33,0.71,5023.5,"yes"
21,"student","single","university.degree","no","yes","no","cellular","dec","fri",379,3,6,1,"success",-3,92.713,-33,0.71,5023.5,"yes"
52,"technician","married","high.school","no","no","no","cellular","dec","fri",406,1,999,1,"failure",-3,92.713,-33,0.71,5023.5,"yes"
55,"entrepreneur","divorced","basic.9y","no","no","no","cellular","dec","fri",415,7,999,0,"nonexistent",-3,92.713,-33,0.71,5023.5,"yes"
43,"management","married","unknown","no","yes","no","telephone","dec","mon",2062,2,8,1,"success",-3,92.713,-33,0.709,5023.5,"yes"
29,"technician","single","university.degree","no","yes","no","cellular","dec","mon",264,2,999,0,"nonexistent",-3,92.713,-33,0.709,5023.5,"yes"
31,"admin.","married","professional.course","no","no","yes","cellular","dec","mon",367,2,999,1,"failure",-3,92.713,-33,0.709,5023.5,"yes"
51,"technician","married","professional.course","no","no","yes","cellular","dec","mon",267,2,999,0,"nonexistent",-3,92.713,-33,0.709,5023.5,"yes"
23,"student","single","basic.9y","no","yes","no","cellular","dec","tue",321,2,999,0,"nonexistent",-3,92.713,-33,0.708,5023.5,"yes"
23,"student","single","basic.9y","no","yes","no","cellular","dec","tue",256,2,999,0,"nonexistent",-3,92.713,-33,0.708,5023.5,"yes"
50,"admin.","married","university.degree","no","yes","no","cellular","dec","tue",410,3,999,0,"nonexistent",-3,92.713,-33,0.708,5023.5,"yes"
27,"technician","single","university.degree","no","yes","no","cellular","dec","tue",305,3,10,1,"success",-3,92.713,-33,0.708,5023.5,"yes"
62,"retired","married","university.degree","no","yes","no","cellular","dec","wed",282,1,6,1,"success",-3,92.713,-33,0.706,5023.5,"yes"
57,"admin.","married","unknown","no","yes","no","cellular","dec","wed",391,2,999,0,"nonexistent",-3,92.713,-33,0.706,5023.5,"yes"
41,"admin.","married","university.degree","no","yes","no","cellular","dec","thu",422,2,999,0,"nonexistent",-3,92.713,-33,0.707,5023.5,"yes"
41,"admin.","married","university.degree","no","no","no","cellular","dec","thu",213,1,999,0,"nonexistent",-3,92.713,-33,0.707,5023.5,"yes"
41,"admin.","married","university.degree","no","yes","no","cellular","dec","thu",500,1,999,0,"nonexistent",-3,92.713,-33,0.707,5023.5,"yes"
45,"admin.","married","university.degree","no","no","no","cellular","dec","thu",150,2,6,1,"success",-3,92.713,-33,0.707,5023.5,"yes"
46,"technician","married","professional.course","no","yes","no","telephone","dec","mon",679,1,999,0,"nonexistent",-3,92.713,-33,0.706,5023.5,"yes"
22,"technician","single","professional.course","no","yes","no","cellular","dec","mon",1141,1,999,0,"nonexistent",-3,92.713,-33,0.706,5023.5,"yes"
37,"admin.","married","university.degree","no","no","yes","cellular","dec","mon",206,2,6,1,"success",-3,92.713,-33,0.706,5023.5,"yes"
35,"unemployed","married","professional.course","no","yes","no","cellular","dec","mon",315,1,6,1,"success",-3,92.713,-33,0.706,5023.5,"yes"
39,"unemployed","single","university.degree","no","yes","no","cellular","dec","mon",387,1,6,2,"success",-3,92.713,-33,0.706,5023.5,"yes"
53,"admin.","married","university.degree","no","yes","yes","telephone","dec","mon",824,1,6,2,"success",-3,92.713,-33,0.706,5023.5,"yes"
32,"self-employed","single","university.degree","no","yes","no","cellular","dec","mon",205,4,999,1,"failure",-3,92.713,-33,0.706,5023.5,"yes"
35,"management","divorced","university.degree","no","no","no","cellular","dec","mon",473,2,999,1,"failure",-3,92.713,-33,0.706,5023.5,"yes"
40,"self-employed","married","university.degree","no","no","yes","cellular","dec","mon",893,1,999,0,"nonexistent",-3,92.713,-33,0.706,5023.5,"yes"
73,"retired","divorced","high.school","no","yes","no","cellular","dec","tue",284,1,999,0,"nonexistent",-3,92.713,-33,0.707,5023.5,"yes"
43,"blue-collar","married","basic.9y","no","yes","no","cellular","dec","tue",689,2,999,0,"nonexistent",-3,92.713,-33,0.707,5023.5,"yes"
26,"technician","single","university.degree","no","yes","no","cellular","dec","tue",296,1,5,1,"success",-3,92.713,-33,0.707,5023.5,"yes"
27,"technician","single","university.degree","no","yes","no","cellular","dec","tue",1370,3,6,2,"success",-3,92.713,-33,0.707,5023.5,"yes"
32,"admin.","single","university.degree","no","yes","no","cellular","dec","tue",449,2,999,0,"nonexistent",-3,92.713,-33,0.707,5023.5,"yes"
34,"admin.","married","university.degree","no","no","yes","cellular","dec","tue",196,2,6,2,"success",-3,92.713,-33,0.707,5023.5,"yes"
73,"retired","divorced","high.school","no","no","yes","cellular","dec","tue",63,3,6,2,"success",-3,92.713,-33,0.707,5023.5,"yes"
51,"blue-collar","married","professional.course","no","yes","no","cellular","dec","wed",241,3,999,0,"nonexistent",-3,92.713,-33,0.7,5023.5,"yes"
39,"admin.","single","university.degree","no","yes","no","telephone","mar","mon",229,1,999,1,"failure",-1.8,93.369,-34.8,0.655,5008.7,"yes"
30,"blue-collar","married","high.school","no","yes","no","telephone","mar","tue",904,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.655,5008.7,"yes"
78,"retired","divorced","professional.course","no","yes","no","cellular","mar","tue",591,1,999,1,"failure",-1.8,93.369,-34.8,0.655,5008.7,"yes"
66,"retired","married","basic.4y","no","yes","no","cellular","mar","tue",229,1,6,1,"success",-1.8,93.369,-34.8,0.655,5008.7,"yes"
66,"retired","married","professional.course","no","no","yes","cellular","mar","tue",525,1,21,2,"failure",-1.8,93.369,-34.8,0.655,5008.7,"yes"
30,"blue-collar","married","high.school","no","no","no","cellular","mar","tue",658,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.655,5008.7,"yes"
30,"technician","married","professional.course","no","yes","no","cellular","mar","tue",368,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.655,5008.7,"yes"
31,"admin.","married","university.degree","no","unknown","unknown","cellular","mar","tue",207,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.655,5008.7,"yes"
66,"retired","married","professional.course","no","no","no","cellular","mar","tue",177,1,999,1,"failure",-1.8,93.369,-34.8,0.655,5008.7,"yes"
53,"technician","married","high.school","no","yes","no","cellular","mar","tue",539,2,999,0,"nonexistent",-1.8,93.369,-34.8,0.655,5008.7,"yes"
19,"student","single","basic.6y","no","yes","no","cellular","mar","tue",313,1,5,2,"success",-1.8,93.369,-34.8,0.655,5008.7,"yes"
31,"admin.","divorced","professional.course","no","yes","no","cellular","mar","tue",292,2,999,1,"failure",-1.8,93.369,-34.8,0.655,5008.7,"yes"
25,"blue-collar","single","basic.6y","no","no","no","cellular","mar","tue",228,4,999,0,"nonexistent",-1.8,93.369,-34.8,0.655,5008.7,"yes"
35,"services","single","high.school","no","yes","no","telephone","mar","tue",187,3,999,0,"nonexistent",-1.8,93.369,-34.8,0.655,5008.7,"yes"
30,"technician","married","professional.course","no","yes","no","cellular","mar","tue",263,2,6,2,"success",-1.8,93.369,-34.8,0.655,5008.7,"yes"
33,"admin.","married","university.degree","no","yes","no","cellular","mar","wed",235,3,4,1,"success",-1.8,93.369,-34.8,0.655,5008.7,"yes"
21,"student","single","basic.9y","no","no","no","cellular","mar","wed",363,1,6,1,"success",-1.8,93.369,-34.8,0.655,5008.7,"yes"
38,"blue-collar","single","high.school","no","no","no","cellular","mar","wed",141,1,999,1,"failure",-1.8,93.369,-34.8,0.655,5008.7,"yes"
38,"blue-collar","single","high.school","no","yes","no","telephone","mar","wed",557,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.655,5008.7,"yes"
24,"admin.","single","university.degree","no","yes","no","cellular","mar","wed",145,2,999,1,"failure",-1.8,93.369,-34.8,0.655,5008.7,"yes"
38,"blue-collar","single","high.school","no","yes","no","cellular","mar","wed",355,1,13,2,"failure",-1.8,93.369,-34.8,0.655,5008.7,"yes"
37,"admin.","single","high.school","no","no","no","cellular","mar","wed",153,2,4,2,"success",-1.8,93.369,-34.8,0.655,5008.7,"yes"
21,"student","single","basic.9y","no","yes","no","cellular","mar","wed",136,2,999,1,"failure",-1.8,93.369,-34.8,0.655,5008.7,"yes"
36,"management","single","university.degree","no","no","no","telephone","mar","wed",834,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.655,5008.7,"yes"
34,"technician","single","university.degree","no","yes","yes","cellular","mar","thu",221,3,3,2,"success",-1.8,93.369,-34.8,0.654,5008.7,"yes"
34,"technician","single","university.degree","no","yes","no","cellular","mar","thu",180,2,999,0,"nonexistent",-1.8,93.369,-34.8,0.654,5008.7,"yes"
52,"services","married","high.school","unknown","yes","no","cellular","mar","thu",177,2,11,3,"failure",-1.8,93.369,-34.8,0.654,5008.7,"yes"
34,"technician","single","university.degree","no","no","no","cellular","mar","thu",251,1,999,2,"failure",-1.8,93.369,-34.8,0.654,5008.7,"yes"
36,"management","married","university.degree","no","no","no","cellular","mar","thu",148,1,999,2,"failure",-1.8,93.369,-34.8,0.654,5008.7,"yes"
53,"admin.","divorced","university.degree","no","no","no","cellular","mar","thu",2486,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.654,5008.7,"yes"
25,"blue-collar","single","basic.9y","no","no","no","cellular","mar","thu",456,2,10,2,"success",-1.8,93.369,-34.8,0.654,5008.7,"yes"
34,"admin.","married","professional.course","no","yes","no","cellular","mar","thu",562,3,999,1,"failure",-1.8,93.369,-34.8,0.654,5008.7,"yes"
34,"blue-collar","married","high.school","no","yes","no","cellular","mar","fri",115,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.653,5008.7,"yes"
41,"admin.","divorced","university.degree","no","yes","yes","cellular","mar","fri",418,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.653,5008.7,"yes"
28,"unemployed","married","high.school","no","no","no","telephone","mar","fri",341,4,6,1,"success",-1.8,93.369,-34.8,0.653,5008.7,"yes"
72,"retired","married","professional.course","no","no","no","cellular","mar","fri",87,1,3,1,"success",-1.8,93.369,-34.8,0.653,5008.7,"yes"
33,"entrepreneur","single","professional.course","no","yes","no","cellular","mar","fri",373,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.653,5008.7,"yes"
34,"technician","divorced","professional.course","no","no","no","telephone","mar","fri",257,1,999,1,"failure",-1.8,93.369,-34.8,0.653,5008.7,"yes"
74,"retired","married","unknown","no","no","yes","cellular","mar","fri",607,2,999,0,"nonexistent",-1.8,93.369,-34.8,0.653,5008.7,"yes"
27,"student","single","high.school","no","no","no","cellular","mar","fri",219,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.653,5008.7,"yes"
50,"technician","married","university.degree","no","yes","no","cellular","mar","fri",809,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.653,5008.7,"yes"
41,"admin.","divorced","university.degree","no","no","no","cellular","mar","fri",319,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.653,5008.7,"yes"
38,"technician","single","high.school","no","yes","no","cellular","mar","fri",292,2,999,0,"nonexistent",-1.8,93.369,-34.8,0.653,5008.7,"yes"
41,"admin.","divorced","university.degree","no","yes","no","cellular","mar","fri",498,2,6,3,"success",-1.8,93.369,-34.8,0.653,5008.7,"yes"
41,"admin.","divorced","university.degree","no","yes","no","cellular","mar","fri",376,2,999,0,"nonexistent",-1.8,93.369,-34.8,0.653,5008.7,"yes"
43,"self-employed","married","university.degree","no","yes","no","cellular","mar","mon",264,2,9,1,"success",-1.8,93.369,-34.8,0.652,5008.7,"yes"
73,"retired","married","unknown","no","yes","no","telephone","mar","mon",659,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.652,5008.7,"yes"
29,"admin.","single","unknown","no","yes","no","cellular","mar","mon",132,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.652,5008.7,"yes"
49,"blue-collar","married","basic.9y","unknown","yes","no","cellular","mar","mon",277,4,999,1,"failure",-1.8,93.369,-34.8,0.652,5008.7,"yes"
27,"services","single","university.degree","no","yes","no","cellular","mar","mon",104,1,6,1,"success",-1.8,93.369,-34.8,0.652,5008.7,"yes"
49,"blue-collar","married","basic.9y","unknown","no","no","cellular","mar","mon",172,1,6,2,"success",-1.8,93.369,-34.8,0.652,5008.7,"yes"
59,"blue-collar","married","basic.4y","no","yes","no","cellular","mar","mon",124,2,999,0,"nonexistent",-1.8,93.369,-34.8,0.652,5008.7,"yes"
33,"self-employed","single","university.degree","no","yes","no","cellular","mar","mon",265,2,999,0,"nonexistent",-1.8,93.369,-34.8,0.652,5008.7,"yes"
36,"admin.","single","university.degree","no","no","no","cellular","mar","mon",409,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.652,5008.7,"yes"
49,"blue-collar","married","basic.9y","unknown","no","no","cellular","mar","mon",301,1,3,1,"success",-1.8,93.369,-34.8,0.652,5008.7,"yes"
64,"retired","married","university.degree","no","no","no","cellular","mar","tue",139,2,6,1,"success",-1.8,93.369,-34.8,0.652,5008.7,"yes"
34,"admin.","single","university.degree","no","no","no","telephone","mar","tue",225,1,3,1,"success",-1.8,93.369,-34.8,0.652,5008.7,"yes"
42,"blue-collar","married","basic.6y","no","yes","yes","cellular","mar","tue",185,1,7,3,"failure",-1.8,93.369,-34.8,0.652,5008.7,"yes"
34,"admin.","single","high.school","no","no","no","cellular","mar","tue",469,1,6,2,"success",-1.8,93.369,-34.8,0.652,5008.7,"yes"
29,"blue-collar","single","professional.course","no","yes","yes","cellular","mar","tue",176,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.652,5008.7,"yes"
34,"admin.","single","university.degree","no","yes","no","cellular","mar","tue",568,1,6,3,"success",-1.8,93.369,-34.8,0.652,5008.7,"yes"
34,"admin.","single","university.degree","no","no","no","cellular","mar","tue",241,1,6,1,"success",-1.8,93.369,-34.8,0.652,5008.7,"yes"
34,"admin.","single","university.degree","no","yes","yes","cellular","mar","tue",301,1,3,2,"success",-1.8,93.369,-34.8,0.652,5008.7,"yes"
34,"admin.","single","university.degree","no","no","yes","cellular","mar","tue",236,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.652,5008.7,"yes"
55,"unemployed","divorced","university.degree","no","no","no","cellular","mar","tue",212,3,6,3,"success",-1.8,93.369,-34.8,0.652,5008.7,"yes"
34,"admin.","single","university.degree","no","no","yes","cellular","mar","tue",305,1,11,1,"success",-1.8,93.369,-34.8,0.652,5008.7,"yes"
34,"admin.","single","university.degree","no","no","yes","cellular","mar","tue",288,2,3,1,"success",-1.8,93.369,-34.8,0.652,5008.7,"yes"
64,"retired","married","university.degree","no","no","no","cellular","mar","tue",700,2,5,1,"success",-1.8,93.369,-34.8,0.652,5008.7,"yes"
26,"admin.","single","high.school","no","no","no","cellular","mar","tue",273,2,6,1,"success",-1.8,93.369,-34.8,0.652,5008.7,"yes"
34,"admin.","single","university.degree","no","yes","yes","cellular","mar","tue",295,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.652,5008.7,"yes"
38,"blue-collar","single","high.school","no","no","no","telephone","mar","tue",450,3,6,2,"success",-1.8,93.369,-34.8,0.652,5008.7,"yes"
29,"blue-collar","single","professional.course","no","no","yes","cellular","mar","tue",207,2,999,1,"failure",-1.8,93.369,-34.8,0.652,5008.7,"yes"
25,"unemployed","married","high.school","no","yes","no","cellular","mar","wed",436,2,6,1,"success",-1.8,93.369,-34.8,0.651,5008.7,"yes"
43,"self-employed","married","university.degree","no","yes","no","cellular","mar","wed",239,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.651,5008.7,"yes"
55,"admin.","married","high.school","no","yes","no","cellular","mar","wed",106,2,999,1,"failure",-1.8,93.369,-34.8,0.651,5008.7,"yes"
28,"admin.","single","university.degree","no","yes","no","cellular","mar","thu",257,4,999,2,"failure",-1.8,93.369,-34.8,0.65,5008.7,"yes"
46,"admin.","married","university.degree","no","yes","no","cellular","mar","thu",335,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.65,5008.7,"yes"
38,"services","married","high.school","no","yes","no","cellular","mar","thu",257,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.65,5008.7,"yes"
31,"self-employed","married","professional.course","no","yes","no","cellular","mar","thu",171,4,999,3,"failure",-1.8,93.369,-34.8,0.65,5008.7,"yes"
23,"student","single","high.school","no","no","no","telephone","mar","fri",290,1,3,1,"success",-1.8,93.369,-34.8,0.649,5008.7,"yes"
38,"housemaid","single","high.school","no","yes","no","cellular","mar","fri",422,1,10,1,"success",-1.8,93.369,-34.8,0.649,5008.7,"yes"
26,"student","single","high.school","no","no","no","cellular","mar","fri",215,1,6,3,"success",-1.8,93.369,-34.8,0.649,5008.7,"yes"
27,"services","single","university.degree","no","no","no","cellular","mar","fri",212,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.649,5008.7,"yes"
27,"services","single","university.degree","no","yes","no","cellular","mar","fri",229,3,999,1,"failure",-1.8,93.369,-34.8,0.649,5008.7,"yes"
80,"retired","married","basic.4y","no","no","no","cellular","mar","fri",213,3,6,4,"success",-1.8,93.369,-34.8,0.649,5008.7,"yes"
62,"technician","married","unknown","no","no","no","cellular","mar","mon",104,2,3,2,"success",-1.8,93.369,-34.8,0.646,5008.7,"yes"
29,"admin.","single","high.school","no","yes","yes","cellular","mar","mon",257,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.646,5008.7,"yes"
62,"technician","married","unknown","no","yes","no","cellular","mar","mon",192,1,6,1,"success",-1.8,93.369,-34.8,0.646,5008.7,"yes"
33,"admin.","single","university.degree","no","no","no","cellular","mar","mon",427,1,6,2,"success",-1.8,93.369,-34.8,0.646,5008.7,"yes"
82,"retired","married","professional.course","no","yes","no","telephone","mar","mon",506,2,999,0,"nonexistent",-1.8,93.369,-34.8,0.646,5008.7,"yes"
31,"admin.","married","professional.course","no","no","no","cellular","mar","mon",161,2,999,0,"nonexistent",-1.8,93.369,-34.8,0.646,5008.7,"yes"
30,"self-employed","married","university.degree","no","yes","no","telephone","mar","mon",577,7,999,0,"nonexistent",-1.8,93.369,-34.8,0.646,5008.7,"yes"
34,"technician","married","professional.course","no","no","no","telephone","mar","mon",300,6,6,1,"success",-1.8,93.369,-34.8,0.646,5008.7,"yes"
29,"admin.","single","university.degree","no","yes","no","cellular","mar","mon",361,1,3,3,"success",-1.8,93.369,-34.8,0.646,5008.7,"yes"
31,"unemployed","single","university.degree","no","yes","no","cellular","mar","tue",180,1,10,1,"success",-1.8,93.369,-34.8,0.646,5008.7,"yes"
47,"self-employed","divorced","university.degree","no","no","no","cellular","mar","tue",261,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.646,5008.7,"yes"
48,"unemployed","married","university.degree","no","yes","no","cellular","mar","tue",279,1,999,2,"failure",-1.8,93.369,-34.8,0.646,5008.7,"yes"
33,"technician","single","professional.course","no","yes","no","cellular","mar","tue",459,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.646,5008.7,"yes"
46,"unemployed","single","university.degree","no","no","no","cellular","mar","tue",263,1,10,2,"success",-1.8,93.369,-34.8,0.646,5008.7,"yes"
31,"admin.","single","university.degree","no","yes","no","telephone","mar","tue",295,1,3,2,"success",-1.8,93.369,-34.8,0.646,5008.7,"yes"
52,"admin.","married","university.degree","no","no","no","cellular","mar","tue",231,1,6,2,"success",-1.8,93.369,-34.8,0.646,5008.7,"yes"
66,"retired","married","high.school","no","unknown","unknown","cellular","mar","tue",881,3,999,1,"failure",-1.8,93.369,-34.8,0.646,5008.7,"yes"
23,"student","single","high.school","no","no","no","cellular","mar","wed",128,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.644,5008.7,"yes"
52,"technician","married","basic.9y","no","no","no","cellular","mar","wed",272,3,999,0,"nonexistent",-1.8,93.369,-34.8,0.644,5008.7,"yes"
